Rotacja;Wiek;LataNaObecnymStanowisku;PodróżeSłużbowe;ZadowolenieZPracy;ZaangażowanieWPracę;ZadowolenieZeŚrodowiska;MiesięcznyDochód;StanCywilny;Nadgodziny;GrupaWiekowa;GrupaDochodowa;GrupaLataNaObecnymStanowisku
Nie;50;6;Brak podróży;1;3;Niezadowolony;17924;Rozwiedziony/Rozwiedziona;Nie;46-55;10000+;5-8
Nie;39;4;Rzadkie podróże;4;2;Zadowolony;5204;Żonaty/Zamężna;Nie;36-45;4001-6000;0-4
Nie;33;3;Rzadkie podróże;2;3;Zadowolony;2277;Rozwiedziony/Rozwiedziona;Tak;26-35;2001-4000;0-4
Tak;32;0;Rzadkie podróże;4;3;Niezadowolony;2795;Wolny/Wolna;Tak;26-35;2001-4000;0-4
Nie;29;3;Rzadkie podróże;4;2;Niezadowolony;2532;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;0-4
Nie;44;7;Rzadkie podróże;1;3;Średnio zadowolony;2559;Żonaty/Zamężna;Tak;36-45;2001-4000;5-8
Nie;28;2;Rzadkie podróże;4;3;Niezadowolony;4908;Wolny/Wolna;Nie;26-35;4001-6000;0-4
Tak;58;0;Częste podróże;4;2;Zadowolony;2380;Rozwiedziony/Rozwiedziona;Tak;56-65;2001-4000;0-4
Nie;43;0;Rzadkie podróże;2;3;Niezadowolony;4765;Rozwiedziony/Rozwiedziona;Nie;36-45;4001-6000;0-4
Tak;20;2;Rzadkie podróże;3;2;Średnio zadowolony;2044;Wolny/Wolna;Nie;19-25;2001-4000;0-4
Tak;21;0;Rzadkie podróże;4;3;Zadowolony;2693;Wolny/Wolna;Nie;19-25;2001-4000;0-4
Nie;36;8;Rzadkie podróże;4;3;Średnio zadowolony;6586;Żonaty/Zamężna;Tak;36-45;6001-8000;5-8
Nie;47;2;Rzadkie podróże;4;2;Zadowolony;3294;Wolny/Wolna;Tak;46-55;2001-4000;0-4
Tak;22;2;Rzadkie podróże;3;3;Średnio zadowolony;4171;Żonaty/Zamężna;Tak;19-25;4001-6000;0-4
Tak;41;7;Rzadkie podróże;4;1;Średnio zadowolony;2778;Rozwiedziony/Rozwiedziona;Tak;36-45;2001-4000;5-8
Nie;28;2;Rzadkie podróże;3;3;Średnio zadowolony;2377;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;0-4
Tak;39;2;Rzadkie podróże;1;3;Zadowolony;2404;Żonaty/Zamężna;Tak;36-45;2001-4000;0-4
Nie;27;1;Rzadkie podróże;3;3;Średnio zadowolony;2318;Wolny/Wolna;Nie;26-35;2001-4000;0-4
Nie;34;0;Rzadkie podróże;2;3;Średnio zadowolony;2008;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;0-4
Nie;42;4;Rzadkie podróże;3;2;Średnio zadowolony;6244;Wolny/Wolna;Nie;36-45;6001-8000;0-4
Nie;33;2;Rzadkie podróże;1;2;Średnio zadowolony;2799;Wolny/Wolna;Tak;26-35;2001-4000;0-4
Nie;58;0;Rzadkie podróże;2;2;Średnio zadowolony;10552;Rozwiedziony/Rozwiedziona;Tak;56-65;10000+;0-4
Nie;31;7;Rzadkie podróże;3;2;Średnio zadowolony;2329;Żonaty/Zamężna;Nie;26-35;2001-4000;5-8
Nie;35;6;Rzadkie podróże;4;3;Zadowolony;4014;Żonaty/Zamężna;Tak;26-35;4001-6000;5-8
Nie;49;9;Rzadkie podróże;2;3;Niezadowolony;7403;Żonaty/Zamężna;Nie;46-55;6001-8000;9-12
Nie;48;0;Rzadkie podróże;3;3;Zadowolony;2259;Żonaty/Zamężna;Nie;46-55;2001-4000;0-4
Nie;31;8;Brak podróży;3;3;Zadowolony;6932;Żonaty/Zamężna;Nie;26-35;6001-8000;5-8
Nie;36;2;Rzadkie podróże;4;3;Średnio zadowolony;4678;Wolny/Wolna;Nie;36-45;4001-6000;0-4
Nie;38;12;Rzadkie podróże;1;3;Zadowolony;13582;Żonaty/Zamężna;Nie;36-45;10000+;9-12
Nie;32;0;Brak podróży;2;2;Średnio zadowolony;2332;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Tak;25;0;Rzadkie podróże;2;2;Średnio zadowolony;2413;Żonaty/Zamężna;Tak;19-25;2001-4000;0-4
Nie;40;0;Rzadkie podróże;2;2;Niezadowolony;9705;Rozwiedziony/Rozwiedziona;Nie;36-45;8001-10000;0-4
Nie;26;7;Częste podróże;1;2;Średnio zadowolony;4294;Wolny/Wolna;Nie;26-35;4001-6000;5-8
Nie;41;13;Rzadkie podróże;1;3;Zadowolony;4721;Wolny/Wolna;Tak;36-45;4001-6000;13-16
Nie;36;8;Rzadkie podróże;3;3;Średnio zadowolony;2519;Wolny/Wolna;Nie;36-45;2001-4000;5-8
Tak;19;0;Rzadkie podróże;2;2;Zadowolony;2121;Wolny/Wolna;Tak;19-25;2001-4000;0-4
Tak;20;0;Rzadkie podróże;1;3;Niezadowolony;2973;Wolny/Wolna;Nie;19-25;2001-4000;0-4
Nie;31;7;Rzadkie podróże;4;3;Zadowolony;5855;Żonaty/Zamężna;Tak;26-35;4001-6000;5-8
Nie;40;1;Częste podróże;2;3;Zadowolony;3617;Rozwiedziony/Rozwiedziona;Tak;36-45;2001-4000;0-4
Nie;32;7;Rzadkie podróże;1;3;Średnio zadowolony;6725;Żonaty/Zamężna;Nie;26-35;6001-8000;5-8
Tak;36;7;Rzadkie podróże;4;2;Średnio zadowolony;10325;Żonaty/Zamężna;Tak;36-45;10000+;5-8
Nie;33;0;Rzadkie podróże;4;2;Średnio zadowolony;6949;Wolny/Wolna;Nie;26-35;6001-8000;0-4
Tak;37;1;Rzadkie podróże;3;2;Niezadowolony;10609;Żonaty/Zamężna;Nie;36-45;10000+;0-4
Nie;45;7;Brak podróży;2;3;Średnio zadowolony;4447;Żonaty/Zamężna;Nie;36-45;4001-6000;5-8
Nie;29;1;Częste podróże;4;3;Średnio zadowolony;2157;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;35;2;Rzadkie podróże;3;3;Średnio zadowolony;4601;Żonaty/Zamężna;Nie;26-35;4001-6000;0-4
Nie;52;8;Rzadkie podróże;4;3;Zadowolony;17099;Żonaty/Zamężna;Nie;46-55;10000+;5-8
Tak;58;0;Rzadkie podróże;3;3;Zadowolony;2479;Wolny/Wolna;Nie;56-65;2001-4000;0-4
Nie;53;13;Rzadkie podróże;3;3;Średnio zadowolony;14852;Rozwiedziony/Rozwiedziona;Nie;46-55;10000+;13-16
Nie;30;4;Rzadkie podróże;3;3;Średnio zadowolony;7264;Rozwiedziony/Rozwiedziona;Nie;26-35;6001-8000;0-4
Nie;38;3;Brak podróży;4;3;Średnio zadowolony;5666;Wolny/Wolna;Tak;36-45;4001-6000;0-4
Nie;35;9;Rzadkie podróże;4;3;Zadowolony;7823;Rozwiedziony/Rozwiedziona;Nie;26-35;6001-8000;9-12
Nie;39;7;Rzadkie podróże;3;4;Niezadowolony;7880;Wolny/Wolna;Nie;36-45;6001-8000;5-8
Tak;40;0;Brak podróży;2;4;Średnio zadowolony;13194;Wolny/Wolna;Tak;36-45;10000+;0-4
Nie;47;10;Częste podróże;3;4;Średnio zadowolony;5067;Rozwiedziony/Rozwiedziona;Tak;46-55;4001-6000;9-12
Nie;36;7;Brak podróży;4;3;Niezadowolony;5079;Rozwiedziony/Rozwiedziona;Nie;36-45;4001-6000;5-8
Tak;31;2;Brak podróży;1;2;Średnio zadowolony;2321;Wolny/Wolna;Tak;26-35;2001-4000;0-4
Nie;33;8;Brak podróży;3;3;Zadowolony;17444;Wolny/Wolna;Nie;26-35;10000+;5-8
Tak;29;0;Rzadkie podróże;1;2;Zadowolony;2404;Wolny/Wolna;Tak;26-35;2001-4000;0-4
Nie;33;2;Rzadkie podróże;4;3;Średnio zadowolony;3452;Wolny/Wolna;Nie;26-35;2001-4000;0-4
Nie;45;3;Rzadkie podróże;4;3;Zadowolony;2270;Rozwiedziony/Rozwiedziona;Nie;36-45;2001-4000;0-4
Nie;50;4;Rzadkie podróże;4;3;Zadowolony;17399;Rozwiedziony/Rozwiedziona;Nie;46-55;10000+;0-4
Nie;33;5;Częste podróże;2;4;Średnio zadowolony;5488;Żonaty/Zamężna;Tak;26-35;4001-6000;5-8
Nie;41;16;Częste podróże;3;3;Niezadowolony;19419;Rozwiedziony/Rozwiedziona;Nie;36-45;10000+;13-16
Nie;27;2;Rzadkie podróże;2;3;Średnio zadowolony;2811;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;45;8;Brak podróży;1;3;Zadowolony;3633;Żonaty/Zamężna;Tak;36-45;2001-4000;5-8
Nie;47;0;Rzadkie podróże;4;3;Zadowolony;4163;Wolny/Wolna;Tak;46-55;4001-6000;0-4
Tak;30;2;Rzadkie podróże;3;3;Niezadowolony;2132;Żonaty/Zamężna;Tak;26-35;2001-4000;0-4
Nie;50;11;Rzadkie podróże;3;3;Zadowolony;13973;Żonaty/Zamężna;Tak;46-55;10000+;9-12
Nie;38;1;Częste podróże;3;3;Średnio zadowolony;2684;Żonaty/Zamężna;Nie;36-45;2001-4000;0-4
Nie;46;7;Rzadkie podróże;3;3;Zadowolony;10845;Rozwiedziony/Rozwiedziona;Nie;46-55;10000+;5-8
Nie;24;2;Rzadkie podróże;3;2;Zadowolony;4377;Rozwiedziony/Rozwiedziona;Nie;19-25;4001-6000;0-4
Tak;35;2;Rzadkie podróże;2;2;Średnio zadowolony;3743;Rozwiedziony/Rozwiedziona;Tak;26-35;2001-4000;0-4
Nie;31;3;Częste podróże;1;3;Średnio zadowolony;4148;Żonaty/Zamężna;Nie;26-35;4001-6000;0-4
Nie;18;0;Brak podróży;4;3;Średnio zadowolony;1051;Wolny/Wolna;Nie;0-18;0-2000;0-4
Nie;54;7;Rzadkie podróże;3;3;Średnio zadowolony;10739;Żonaty/Zamężna;Nie;46-55;10000+;5-8
Nie;35;10;Rzadkie podróże;3;3;Średnio zadowolony;10388;Rozwiedziony/Rozwiedziona;Tak;26-35;10000+;9-12
Nie;30;7;Rzadkie podróże;1;4;Średnio zadowolony;11416;Żonaty/Zamężna;Tak;26-35;10000+;5-8
Tak;20;0;Rzadkie podróże;1;2;Zadowolony;2600;Wolny/Wolna;Tak;19-25;2001-4000;0-4
Tak;30;2;Częste podróże;2;3;Średnio zadowolony;2422;Wolny/Wolna;Nie;26-35;2001-4000;0-4
Nie;26;7;Rzadkie podróże;4;4;Zadowolony;5472;Żonaty/Zamężna;Nie;26-35;4001-6000;5-8
Nie;22;3;Rzadkie podróże;1;1;Średnio zadowolony;2451;Żonaty/Zamężna;Nie;19-25;2001-4000;0-4
Nie;48;2;Rzadkie podróże;3;2;Niezadowolony;4240;Wolny/Wolna;Nie;46-55;4001-6000;0-4
Nie;48;11;Rzadkie podróże;3;2;Średnio zadowolony;10999;Wolny/Wolna;Nie;46-55;10000+;9-12
Nie;41;2;Rzadkie podróże;3;3;Zadowolony;5003;Wolny/Wolna;Nie;36-45;4001-6000;0-4
Nie;39;6;Rzadkie podróże;4;2;Zadowolony;12742;Żonaty/Zamężna;Nie;36-45;10000+;5-8
Nie;27;2;Rzadkie podróże;4;3;Niezadowolony;4227;Żonaty/Zamężna;Nie;26-35;4001-6000;0-4
Nie;35;2;Rzadkie podróże;4;3;Średnio zadowolony;3917;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;0-4
Nie;42;0;Rzadkie podróże;3;3;Zadowolony;18303;Żonaty/Zamężna;Nie;36-45;10000+;0-4
Nie;50;0;Rzadkie podróże;4;3;Niezadowolony;2380;Żonaty/Zamężna;Nie;46-55;2001-4000;0-4
Nie;59;3;Rzadkie podróże;4;2;Średnio zadowolony;13726;Wolny/Wolna;Tak;56-65;10000+;0-4
Tak;37;0;Rzadkie podróże;2;1;Niezadowolony;4777;Żonaty/Zamężna;Nie;36-45;4001-6000;0-4
Nie;55;7;Częste podróże;2;3;Średnio zadowolony;6385;Żonaty/Zamężna;Tak;46-55;6001-8000;5-8
Nie;41;16;Brak podróży;3;1;Średnio zadowolony;19973;Rozwiedziony/Rozwiedziona;Nie;36-45;10000+;13-16
Nie;38;0;Rzadkie podróże;4;3;Średnio zadowolony;6861;Wolny/Wolna;Tak;36-45;6001-8000;0-4
Tak;26;2;Brak podróży;1;1;Średnio zadowolony;4969;Wolny/Wolna;Nie;26-35;4001-6000;0-4
Tak;52;14;Rzadkie podróże;4;1;Niezadowolony;19845;Żonaty/Zamężna;Nie;46-55;10000+;13-16
Nie;44;11;Rzadkie podróże;4;4;Zadowolony;13320;Żonaty/Zamężna;Tak;36-45;10000+;9-12
Nie;50;7;Brak podróży;3;3;Zadowolony;6347;Żonaty/Zamężna;Nie;46-55;6001-8000;5-8
Tak;36;13;Rzadkie podróże;1;4;Średnio zadowolony;2743;Wolny/Wolna;Nie;36-45;2001-4000;13-16
Nie;39;6;Częste podróże;1;3;Zadowolony;10880;Wolny/Wolna;Tak;36-45;10000+;5-8
Nie;33;2;Brak podróży;4;2;Średnio zadowolony;2342;Wolny/Wolna;Nie;26-35;2001-4000;0-4
Nie;45;3;Rzadkie podróże;4;3;Zadowolony;17650;Żonaty/Zamężna;Nie;36-45;10000+;0-4
Nie;32;7;Brak podróży;3;3;Zadowolony;4025;Wolny/Wolna;Nie;26-35;4001-6000;5-8
Nie;34;1;Rzadkie podróże;4;4;Średnio zadowolony;9725;Rozwiedziony/Rozwiedziona;Nie;26-35;8001-10000;0-4
Nie;59;4;Rzadkie podróże;4;3;Średnio zadowolony;11904;Żonaty/Zamężna;Tak;56-65;10000+;0-4
Nie;45;3;Rzadkie podróże;2;3;Średnio zadowolony;2177;Wolny/Wolna;Nie;36-45;2001-4000;0-4
Nie;53;7;Częste podróże;2;2;Średnio zadowolony;7525;Żonaty/Zamężna;Nie;46-55;6001-8000;5-8
Tak;36;0;Rzadkie podróże;3;3;Niezadowolony;4834;Rozwiedziony/Rozwiedziona;Nie;36-45;4001-6000;0-4
Tak;26;2;Częste podróże;1;3;Niezadowolony;2042;Żonaty/Zamężna;Tak;26-35;2001-4000;0-4
Nie;34;1;Rzadkie podróże;3;3;Średnio zadowolony;2220;Żonaty/Zamężna;Tak;26-35;2001-4000;0-4
Nie;28;0;Rzadkie podróże;2;3;Zadowolony;1052;Żonaty/Zamężna;Nie;26-35;0-2000;0-4
Nie;38;2;Częste podróże;3;3;Średnio zadowolony;2821;Żonaty/Zamężna;Nie;36-45;2001-4000;0-4
Nie;50;1;Rzadkie podróże;3;3;Średnio zadowolony;19237;Żonaty/Zamężna;Tak;46-55;10000+;0-4
Nie;37;3;Rzadkie podróże;2;3;Zadowolony;4107;Wolny/Wolna;Nie;36-45;4001-6000;0-4
Nie;40;7;Rzadkie podróże;1;3;Średnio zadowolony;8396;Żonaty/Zamężna;Nie;36-45;8001-10000;5-8
Nie;26;3;Częste podróże;3;2;Niezadowolony;2007;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;0-4
Nie;46;2;Rzadkie podróże;4;3;Zadowolony;19627;Rozwiedziony/Rozwiedziona;Nie;46-55;10000+;0-4
Nie;54;4;Rzadkie podróże;3;2;Średnio zadowolony;10686;Żonaty/Zamężna;Nie;46-55;10000+;0-4
Nie;56;4;Częste podróże;3;3;Niezadowolony;2942;Żonaty/Zamężna;Nie;56-65;2001-4000;0-4
Nie;36;8;Rzadkie podróże;4;2;Zadowolony;8858;Wolny/Wolna;Nie;36-45;8001-10000;5-8
Nie;55;7;Brak podróży;1;2;Średnio zadowolony;16756;Wolny/Wolna;Nie;46-55;10000+;5-8
Nie;43;0;Rzadkie podróże;4;2;Średnio zadowolony;10798;Rozwiedziony/Rozwiedziona;Nie;36-45;10000+;0-4
Tak;20;2;Częste podróże;4;3;Zadowolony;2323;Wolny/Wolna;Tak;19-25;2001-4000;0-4
Tak;21;0;Rzadkie podróże;1;2;Średnio zadowolony;1416;Wolny/Wolna;Nie;19-25;0-2000;0-4
Nie;46;13;Rzadkie podróże;1;2;Zadowolony;4615;Rozwiedziony/Rozwiedziona;Tak;46-55;4001-6000;13-16
Tak;51;0;Rzadkie podróże;3;3;Niezadowolony;2461;Żonaty/Zamężna;Tak;46-55;2001-4000;0-4
Tak;28;7;Brak podróży;1;2;Średnio zadowolony;8722;Wolny/Wolna;Nie;26-35;8001-10000;5-8
Nie;26;3;Rzadkie podróże;1;2;Niezadowolony;3955;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;30;2;Rzadkie podróże;1;3;Średnio zadowolony;9957;Żonaty/Zamężna;Nie;26-35;8001-10000;0-4
Nie;41;6;Rzadkie podróże;3;4;Średnio zadowolony;3376;Żonaty/Zamężna;Nie;36-45;2001-4000;5-8
Nie;38;9;Rzadkie podróże;3;2;Średnio zadowolony;8823;Żonaty/Zamężna;Nie;36-45;8001-10000;9-12
Nie;40;10;Rzadkie podróże;4;3;Niezadowolony;10322;Żonaty/Zamężna;Nie;36-45;10000+;9-12
Nie;27;2;Brak podróży;3;1;Niezadowolony;4621;Żonaty/Zamężna;Nie;26-35;4001-6000;0-4
Nie;55;2;Częste podróże;2;3;Zadowolony;10976;Żonaty/Zamężna;Nie;46-55;10000+;0-4
Nie;28;7;Rzadkie podróże;3;3;Średnio zadowolony;3660;Wolny/Wolna;Nie;26-35;2001-4000;5-8
Tak;44;6;Rzadkie podróże;1;2;Średnio zadowolony;10482;Żonaty/Zamężna;Nie;36-45;10000+;5-8
Nie;33;2;Rzadkie podróże;4;2;Zadowolony;7119;Rozwiedziony/Rozwiedziona;Nie;26-35;6001-8000;0-4
Tak;35;7;Rzadkie podróże;1;3;Zadowolony;9582;Wolny/Wolna;Tak;26-35;8001-10000;5-8
Tak;33;7;Częste podróże;3;2;Niezadowolony;4508;Wolny/Wolna;Nie;26-35;4001-6000;5-8
Nie;28;2;Rzadkie podróże;3;3;Niezadowolony;2207;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;0-4
Nie;34;2;Częste podróże;4;3;Niezadowolony;7756;Wolny/Wolna;Nie;26-35;6001-8000;0-4
Nie;37;0;Rzadkie podróże;4;2;Zadowolony;6694;Rozwiedziony/Rozwiedziona;Tak;36-45;6001-8000;0-4
Tak;25;7;Rzadkie podróże;4;3;Zadowolony;3691;Żonaty/Zamężna;Tak;19-25;2001-4000;5-8
Tak;26;1;Rzadkie podróże;3;3;Niezadowolony;2377;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;0-4
Tak;33;2;Rzadkie podróże;2;2;Niezadowolony;2313;Wolny/Wolna;Tak;26-35;2001-4000;0-4
Nie;42;6;Rzadkie podróże;1;3;Zadowolony;17665;Żonaty/Zamężna;Nie;36-45;10000+;5-8
Tak;28;0;Częste podróże;2;2;Niezadowolony;2596;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;0-4
Tak;50;0;Częste podróże;3;3;Zadowolony;4728;Wolny/Wolna;Tak;46-55;4001-6000;0-4
Nie;33;2;Częste podróże;2;3;Zadowolony;4302;Żonaty/Zamężna;Nie;26-35;4001-6000;0-4
Nie;34;0;Brak podróży;4;2;Średnio zadowolony;2979;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;48;4;Brak podróży;4;4;Niezadowolony;16885;Wolny/Wolna;Nie;46-55;10000+;0-4
Nie;45;10;Brak podróży;3;2;Średnio zadowolony;5593;Żonaty/Zamężna;Nie;36-45;4001-6000;9-12
Nie;52;6;Rzadkie podróże;2;3;Średnio zadowolony;10445;Wolny/Wolna;Nie;46-55;10000+;5-8
Nie;38;7;Rzadkie podróże;3;2;Średnio zadowolony;8740;Rozwiedziony/Rozwiedziona;Tak;36-45;8001-10000;5-8
Nie;29;5;Rzadkie podróże;4;3;Średnio zadowolony;2514;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;5-8
Nie;28;7;Rzadkie podróże;2;3;Zadowolony;7655;Rozwiedziony/Rozwiedziona;Nie;26-35;6001-8000;5-8
Nie;46;9;Rzadkie podróże;3;3;Niezadowolony;17465;Żonaty/Zamężna;Nie;46-55;10000+;9-12
Nie;38;0;Rzadkie podróże;2;3;Zadowolony;7351;Wolny/Wolna;Nie;36-45;6001-8000;0-4
Nie;43;7;Częste podróże;1;3;Średnio zadowolony;10820;Żonaty/Zamężna;Nie;36-45;10000+;5-8
Tak;39;7;Częste podróże;4;3;Niezadowolony;12169;Rozwiedziony/Rozwiedziona;Nie;36-45;10000+;5-8
Nie;40;7;Rzadkie podróże;3;2;Średnio zadowolony;19626;Wolny/Wolna;Nie;36-45;10000+;5-8
Nie;21;2;Rzadkie podróże;2;2;Zadowolony;2070;Wolny/Wolna;Tak;19-25;2001-4000;0-4
Nie;39;4;Brak podróży;2;3;Średnio zadowolony;6782;Wolny/Wolna;Nie;36-45;6001-8000;0-4
Nie;36;9;Brak podróży;4;3;Niezadowolony;7779;Wolny/Wolna;Nie;36-45;6001-8000;9-12
Nie;31;2;Częste podróże;4;4;Średnio zadowolony;2791;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;28;3;Rzadkie podróże;2;2;Niezadowolony;3201;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;35;2;Częste podróże;4;3;Zadowolony;4968;Rozwiedziony/Rozwiedziona;Nie;26-35;4001-6000;0-4
Nie;49;8;Rzadkie podróże;2;2;Zadowolony;13120;Żonaty/Zamężna;Nie;46-55;10000+;5-8
Nie;34;2;Częste podróże;3;3;Zadowolony;4033;Wolny/Wolna;Nie;26-35;4001-6000;0-4
Nie;29;5;Częste podróże;2;3;Zadowolony;3291;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;5-8
Nie;42;0;Rzadkie podróże;4;1;Średnio zadowolony;4272;Wolny/Wolna;Nie;36-45;4001-6000;0-4
Nie;29;7;Rzadkie podróże;4;2;Średnio zadowolony;5056;Żonaty/Zamężna;Tak;26-35;4001-6000;5-8
Nie;38;6;Rzadkie podróże;3;4;Średnio zadowolony;2844;Żonaty/Zamężna;Nie;36-45;2001-4000;5-8
Nie;28;1;Częste podróże;3;2;Średnio zadowolony;2703;Rozwiedziony/Rozwiedziona;Tak;26-35;2001-4000;0-4
Tak;18;0;Brak podróży;3;3;Średnio zadowolony;1904;Wolny/Wolna;Nie;0-18;0-2000;0-4
Tak;33;2;Rzadkie podróże;1;3;Niezadowolony;8224;Wolny/Wolna;Tak;26-35;8001-10000;0-4
Nie;41;0;Rzadkie podróże;4;3;Średnio zadowolony;4766;Żonaty/Zamężna;Tak;36-45;4001-6000;0-4
Tak;31;2;Częste podróże;3;3;Średnio zadowolony;2610;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;37;2;Rzadkie podróże;4;2;Średnio zadowolony;5731;Rozwiedziony/Rozwiedziona;Nie;36-45;4001-6000;0-4
Nie;27;2;Rzadkie podróże;3;2;Zadowolony;2539;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;34;5;Rzadkie podróże;3;3;Średnio zadowolony;5714;Żonaty/Zamężna;Nie;26-35;4001-6000;5-8
Nie;35;4;Rzadkie podróże;3;3;Średnio zadowolony;4323;Wolny/Wolna;Nie;26-35;4001-6000;0-4
Tak;29;8;Rzadkie podróże;1;2;Zadowolony;7336;Żonaty/Zamężna;Nie;26-35;6001-8000;5-8
Nie;40;7;Częste podróże;3;3;Średnio zadowolony;13499;Wolny/Wolna;Nie;36-45;10000+;5-8
Tak;42;9;Częste podróże;1;3;Średnio zadowolony;13758;Wolny/Wolna;Tak;36-45;10000+;9-12
Nie;42;4;Rzadkie podróże;1;3;Średnio zadowolony;5155;Wolny/Wolna;Nie;36-45;4001-6000;0-4
Nie;35;0;Rzadkie podróże;3;2;Zadowolony;2258;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;24;3;Rzadkie podróże;2;3;Zadowolony;3597;Wolny/Wolna;Nie;19-25;2001-4000;0-4
Tak;28;1;Rzadkie podróże;4;3;Średnio zadowolony;2515;Żonaty/Zamężna;Tak;26-35;2001-4000;0-4
Nie;26;7;Rzadkie podróże;4;4;Niezadowolony;4420;Żonaty/Zamężna;Nie;26-35;4001-6000;5-8
Nie;30;3;Rzadkie podróże;3;2;Średnio zadowolony;6578;Żonaty/Zamężna;Nie;26-35;6001-8000;0-4
Nie;40;1;Częste podróże;4;2;Średnio zadowolony;4422;Żonaty/Zamężna;Tak;36-45;4001-6000;0-4
Nie;35;7;Rzadkie podróże;2;2;Średnio zadowolony;10274;Rozwiedziony/Rozwiedziona;Nie;26-35;10000+;5-8
Nie;34;9;Częste podróże;1;2;Zadowolony;5343;Wolny/Wolna;Nie;26-35;4001-6000;9-12
Nie;35;2;Częste podróże;4;2;Zadowolony;2376;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Tak;43;3;Rzadkie podróże;3;1;Niezadowolony;5346;Wolny/Wolna;Nie;36-45;4001-6000;0-4
Nie;32;0;Brak podróży;1;3;Średnio zadowolony;2827;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;0-4
Nie;56;2;Rzadkie podróże;1;3;Zadowolony;19943;Rozwiedziony/Rozwiedziona;Nie;56-65;10000+;0-4
Nie;29;8;Rzadkie podróże;4;3;Średnio zadowolony;3131;Żonaty/Zamężna;Nie;26-35;2001-4000;5-8
Nie;19;1;Rzadkie podróże;1;3;Średnio zadowolony;2552;Wolny/Wolna;Nie;19-25;2001-4000;0-4
Nie;45;2;Rzadkie podróże;3;3;Niezadowolony;4477;Żonaty/Zamężna;Tak;36-45;4001-6000;0-4
Nie;37;8;Rzadkie podróże;4;2;Zadowolony;6474;Żonaty/Zamężna;Nie;36-45;6001-8000;5-8
Nie;20;2;Rzadkie podróże;3;2;Niezadowolony;3033;Wolny/Wolna;Nie;19-25;2001-4000;0-4
Tak;44;4;Rzadkie podróże;3;3;Średnio zadowolony;2936;Wolny/Wolna;Tak;36-45;2001-4000;0-4
Nie;53;7;Rzadkie podróże;3;3;Zadowolony;18606;Rozwiedziony/Rozwiedziona;Nie;46-55;10000+;5-8
Nie;29;4;Rzadkie podróże;4;1;Średnio zadowolony;2168;Żonaty/Zamężna;Tak;26-35;2001-4000;0-4
Tak;22;0;Częste podróże;4;2;Średnio zadowolony;2853;Żonaty/Zamężna;Tak;19-25;2001-4000;0-4
Nie;46;15;Rzadkie podróże;1;3;Średnio zadowolony;17048;Żonaty/Zamężna;Nie;46-55;10000+;13-16
Nie;44;0;Brak podróży;3;1;Zadowolony;2290;Wolny/Wolna;Nie;36-45;2001-4000;0-4
Nie;33;4;Rzadkie podróże;3;3;Średnio zadowolony;3600;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Tak;41;0;Brak podróży;1;2;Niezadowolony;2107;Rozwiedziony/Rozwiedziona;Nie;36-45;2001-4000;0-4
Nie;30;3;Rzadkie podróże;1;3;Średnio zadowolony;4115;Rozwiedziony/Rozwiedziona;Nie;26-35;4001-6000;0-4
Nie;40;0;Częste podróże;2;3;Średnio zadowolony;4327;Żonaty/Zamężna;Nie;36-45;4001-6000;0-4
Nie;50;2;Częste podróże;1;3;Zadowolony;17856;Żonaty/Zamężna;Nie;46-55;10000+;0-4
Nie;28;5;Rzadkie podróże;1;2;Zadowolony;3196;Żonaty/Zamężna;Nie;26-35;2001-4000;5-8
Nie;46;2;Rzadkie podróże;2;3;Zadowolony;19081;Żonaty/Zamężna;Nie;46-55;10000+;0-4
Nie;35;7;Rzadkie podróże;1;3;Średnio zadowolony;8966;Żonaty/Zamężna;Tak;26-35;8001-10000;5-8
Tak;24;0;Rzadkie podróże;2;3;Zadowolony;2210;Żonaty/Zamężna;Nie;19-25;2001-4000;0-4
Nie;33;7;Częste podróże;3;3;Średnio zadowolony;4539;Żonaty/Zamężna;Nie;26-35;4001-6000;5-8
